"";"ProjectId";"Date";"ModuleLevel";"Correlation"
"1";1;"2013-01-08";2;-0,335878900887636
"2";1;"2013-05-22";2;-0,58573511852713
"3";1;"2013-05-23";2;-0,58573511852713
"4";1;"2013-05-24";2;-0,537232314813842
"5";1;"2013-05-25";2;-0,58573511852713
"6";1;"2013-05-26";2;-0,573323303088786
"7";1;"2013-05-29";2;-0,58573511852713
"8";1;"2013-05-30";2;-0,573323303088786
"9";1;"2013-05-31";2;-0,58573511852713
"10";1;"2013-06-02";2;-0,537232314813842
"11";1;"2013-06-03";2;-0,58573511852713
"12";1;"2013-06-05";2;-0,58573511852713
"13";1;"2013-06-19";2;-0,58573511852713
"14";1;"2013-06-21";2;-0,58573511852713
"15";1;"2013-06-27";2;-0,573323303088786
"16";1;"2013-06-28";2;-0,58573511852713
"17";1;"2013-07-01";2;-0,58573511852713
"18";1;"2013-07-02";2;-0,537232314813842
"19";1;"2013-07-03";2;-0,573323303088786
"20";1;"2013-07-04";2;-0,573323303088786
"21";1;"2013-07-08";2;-0,583698395558981
"22";1;"2013-07-10";2;-0,573323303088786
"23";1;"2013-07-11";2;-0,583698395558981
"24";1;"2013-07-19";2;-0,537232314813842
"25";1;"2013-07-22";2;-0,537232314813842
"26";1;"2013-07-24";2;-0,583698395558981
"27";1;"2013-07-25";2;-0,573323303088786
"28";1;"2013-08-02";2;-0,583698395558981
"29";1;"2013-08-04";2;-0,583698395558981
"30";1;"2013-08-07";2;-0,583698395558981
"31";1;"2013-08-08";2;-0,583698395558981
"32";1;"2013-08-10";2;-0,573323303088786
"33";1;"2013-08-12";2;-0,583698395558981
"34";1;"2013-08-15";2;-0,50536916733581
"35";1;"2013-08-16";2;-0,372090593120454
"36";1;"2013-08-19";2;-0,371766826933844
"37";1;"2013-08-20";2;-0,535491142507782
"38";1;"2013-08-21";2;-0,54986256998592
"39";1;"2013-08-24";2;-0,54986256998592
"40";1;"2013-08-26";2;-0,527476235632324
"41";1;"2013-08-27";2;-0,495357404581283
"42";1;"2013-08-28";2;-0,527476235632324
"43";1;"2013-08-29";2;-0,555460816428628
"44";1;"2013-08-30";2;-0,555460816428628
"45";1;"2013-09-03";2;-0,531211855167316
"46";1;"2013-09-05";2;-0,495357404581283
"47";1;"2013-09-06";2;-0,368256281423638
"48";1;"2013-01-08";3;-0,139360252430486
"49";1;"2013-05-22";3;-0,391668288549033
"50";1;"2013-05-23";3;-0,391668288549033
"51";1;"2013-05-24";3;-0,37840565874638
"52";1;"2013-05-25";3;-0,391668288549033
"53";1;"2013-05-26";3;-0,385528904181986
"54";1;"2013-05-29";3;-0,391668288549033
"55";1;"2013-05-30";3;-0,385528904181986
"56";1;"2013-05-31";3;-0,391668288549033
"57";1;"2013-06-02";3;-0,37840565874638
"58";1;"2013-06-03";3;-0,391668288549033
"59";1;"2013-06-05";3;-0,391668288549033
"60";1;"2013-06-19";3;-0,391668288549033
"61";1;"2013-06-21";3;-0,391668288549033
"62";1;"2013-06-27";3;-0,385528904181986
"63";1;"2013-06-28";3;-0,391668288549033
"64";1;"2013-07-01";3;-0,391668288549033
"65";1;"2013-07-02";3;-0,37840565874638
"66";1;"2013-07-03";3;-0,385528904181986
"67";1;"2013-07-04";3;-0,385528904181986
"68";1;"2013-07-08";3;-0,391668288549033
"69";1;"2013-07-10";3;-0,385528904181986
"70";1;"2013-07-11";3;-0,391668288549033
"71";1;"2013-07-19";3;-0,37840565874638
"72";1;"2013-07-22";3;-0,37840565874638
"73";1;"2013-07-24";3;-0,391668288549033
"74";1;"2013-07-25";3;-0,385528904181986
"75";1;"2013-08-02";3;-0,391668288549033
"76";1;"2013-08-04";3;-0,391668288549033
"77";1;"2013-08-07";3;-0,391668288549033
"78";1;"2013-08-08";3;-0,391668288549033
"79";1;"2013-08-10";3;-0,385528904181986
"80";1;"2013-08-12";3;-0,391668288549033
"81";1;"2013-08-15";3;-0,303004005205089
"82";1;"2013-08-16";3;-0,225513385168312
"83";1;"2013-08-19";3;-0,224755447242025
"84";1;"2013-08-20";3;-0,310686036875866
"85";1;"2013-08-21";3;-0,340897422144011
"86";1;"2013-08-24";3;-0,340897422144011
"87";1;"2013-08-26";3;-0,303757721357075
"88";1;"2013-08-27";3;-0,285579925520289
"89";1;"2013-08-28";3;-0,304718828048555
"90";1;"2013-08-29";3;-0,358452863369058
"91";1;"2013-08-30";3;-0,358452863369058
"92";1;"2013-09-03";3;-0,307421199458484
"93";1;"2013-09-05";3;-0,285325505563139
"94";1;"2013-09-06";3;-0,223194294856329
"95";1;"2013-01-08";4;-0,16150330644926
"96";1;"2013-05-22";4;-0,319126788957341
"97";1;"2013-05-23";4;-0,319126788957341
"98";1;"2013-05-24";4;-0,295837208617767
"99";1;"2013-05-25";4;-0,319126788957341
"100";1;"2013-05-26";4;-0,30731011906577
"101";1;"2013-05-29";4;-0,319126788957341
"102";1;"2013-05-30";4;-0,30731011906577
"103";1;"2013-05-31";4;-0,319126788957341
"104";1;"2013-06-02";4;-0,295837208617767
"105";1;"2013-06-03";4;-0,319126788957341
"106";1;"2013-06-05";4;-0,319126788957341
"107";1;"2013-06-19";4;-0,319126788957341
"108";1;"2013-06-21";4;-0,319126788957341
"109";1;"2013-06-27";4;-0,30731011906577
"110";1;"2013-06-28";4;-0,319126788957341
"111";1;"2013-07-01";4;-0,319126788957341
"112";1;"2013-07-02";4;-0,295837208617767
"113";1;"2013-07-03";4;-0,30731011906577
"114";1;"2013-07-04";4;-0,30731011906577
"115";1;"2013-07-08";4;-0,319126788957341
"116";1;"2013-07-10";4;-0,30731011906577
"117";1;"2013-07-11";4;-0,319126788957341
"118";1;"2013-07-19";4;-0,295837208617767
"119";1;"2013-07-22";4;-0,295837208617767
"120";1;"2013-07-24";4;-0,319126788957341
"121";1;"2013-07-25";4;-0,30731011906577
"122";1;"2013-08-02";4;-0,319126788957341
"123";1;"2013-08-04";4;-0,319126788957341
"124";1;"2013-08-07";4;-0,319126788957341
"125";1;"2013-08-08";4;-0,319126788957341
"126";1;"2013-08-10";4;-0,30731011906577
"127";1;"2013-08-12";4;-0,319126788957341
"128";1;"2013-08-15";4;-0,26942275128215
"129";1;"2013-08-16";4;-0,167250014140076
"130";1;"2013-08-19";4;-0,166436178854582
"131";1;"2013-08-20";4;-0,28050602958697
"132";1;"2013-08-21";4;-0,305229274511378
"133";1;"2013-08-24";4;-0,305229274511378
"134";1;"2013-08-26";4;-0,270930958513304
"135";1;"2013-08-27";4;-0,25164705075718
"136";1;"2013-08-28";4;-0,27147217822679
"137";1;"2013-08-29";4;-0,307874834018079
"138";1;"2013-08-30";4;-0,307874834018079
"139";1;"2013-09-03";4;-0,27147217822679
"140";1;"2013-09-05";4;-0,25164705075718
"141";1;"2013-09-06";4;-0,160238532048672
"142";4;"2013-10-16";2;0,444743248976048
"143";4;"2013-10-18";2;0,450183494758852
"144";4;"2013-10-19";2;0,444743248976048
"145";4;"2013-10-20";2;0,450183494758852
"146";4;"2013-10-21";2;0,450183494758852
"147";4;"2013-10-22";2;0,444743248976048
"148";4;"2013-10-23";2;0,444743248976048
"149";4;"2013-10-24";2;0,444743248976048
"150";4;"2013-10-25";2;0,450183494758852
"151";4;"2013-10-26";2;0,450183494758852
"152";4;"2013-10-27";2;0,543907812282058
"153";4;"2013-11-04";2;0,444743248976048
"154";4;"2013-11-05";2;0,450183494758852
"155";4;"2013-11-17";2;0,542485595957233
"156";4;"2013-11-18";2;0,450183494758852
"157";4;"2013-11-19";2;0,542485595957233
"158";4;"2013-11-27";2;0,450183494758852
"159";4;"2013-11-28";2;0,444743248976048
"160";4;"2013-12-02";2;0,444743248976048
"161";4;"2013-12-03";2;0,444743248976048
"162";4;"2013-12-05";2;0,444743248976048
"163";4;"2014-01-08";2;0,444743248976048
"164";4;"2014-01-09";2;0,444743248976048
"165";4;"2014-01-18";2;0,444743248976048
"166";4;"2014-01-22";2;0,444743248976048
"167";4;"2014-01-29";2;0,444743248976048
"168";4;"2014-01-30";2;0,444743248976048
"169";4;"2014-02-03";2;0,444743248976048
"170";4;"2014-03-25";2;0,444743248976048
"171";4;"2014-03-26";2;0,444743248976048
"172";4;"2014-04-10";2;0,444743248976048
"173";4;"2014-04-15";2;0,444743248976048
"174";4;"2014-04-18";2;0,444743248976048
"175";4;"2014-04-26";2;0,444743248976048
"176";4;"2014-04-27";2;0,444743248976048
"177";4;"2014-05-09";2;0,444743248976048
"178";4;"2014-05-13";2;0,444743248976048
"179";4;"2014-05-14";2;0,438622697589794
"180";4;"2015-07-28";2;-0,435545494990107
"181";4;"2015-07-29";2;0,0881944162134893
"182";4;"2015-07-30";2;0,0881944162134893
"183";4;"2015-07-31";2;0,0881944162134893
"184";4;"2015-08-01";2;0,0512052091830988
"185";4;"2015-08-02";2;0,0512052091830988
"186";4;"2015-08-17";2;-0,578778161531176
"187";4;"2015-08-19";2;-0,559412890555787
"188";4;"2015-09-01";2;-0,448293770691703
"189";4;"2013-10-16";3;0,213292270292044
"190";4;"2013-10-18";3;0,23932088950513
"191";4;"2013-10-19";3;0,213292270292044
"192";4;"2013-10-20";3;0,23932088950513
"193";4;"2013-10-21";3;0,23932088950513
"194";4;"2013-10-22";3;0,213292270292044
"195";4;"2013-10-23";3;0,213292270292044
"196";4;"2013-10-24";3;0,213292270292044
"197";4;"2013-10-25";3;0,23932088950513
"198";4;"2013-10-26";3;0,240605098256156
"199";4;"2013-10-27";3;0,302584920825206
"200";4;"2013-11-04";3;0,213292270292044
"201";4;"2013-11-05";3;0,23932088950513
"202";4;"2013-11-17";3;0,301714922903933
"203";4;"2013-11-18";3;0,240605098256156
"204";4;"2013-11-19";3;0,301714922903933
"205";4;"2013-11-27";3;0,23932088950513
"206";4;"2013-11-28";3;0,213292270292044
"207";4;"2013-12-02";3;0,213292270292044
"208";4;"2013-12-03";3;0,213292270292044
"209";4;"2013-12-05";3;0,213292270292044
"210";4;"2014-01-08";3;0,213292270292044
"211";4;"2014-01-09";3;0,213292270292044
"212";4;"2014-01-18";3;0,213292270292044
"213";4;"2014-01-22";3;0,213292270292044
"214";4;"2014-01-29";3;0,213292270292044
"215";4;"2014-01-30";3;0,213292270292044
"216";4;"2014-02-03";3;0,213292270292044
"217";4;"2014-03-25";3;0,213292270292044
"218";4;"2014-03-26";3;0,213292270292044
"219";4;"2014-04-10";3;0,213292270292044
"220";4;"2014-04-15";3;0,213292270292044
"221";4;"2014-04-18";3;0,213292270292044
"222";4;"2014-04-26";3;0,213292270292044
"223";4;"2014-04-27";3;0,213292270292044
"224";4;"2014-05-09";3;0,213292270292044
"225";4;"2014-05-13";3;0,213292270292044
"226";4;"2014-05-14";3;0,212189158960645
"227";4;"2015-07-28";3;-0,214806667515788
"228";4;"2015-07-29";3;0,0155726424561633
"229";4;"2015-07-30";3;0,0155726424561633
"230";4;"2015-07-31";3;0,0155726424561633
"231";4;"2015-08-01";3;0,0152297152646998
"232";4;"2015-08-02";3;0,0152297152646998
"233";4;"2015-08-17";3;-0,317059267358384
"234";4;"2015-08-19";3;-0,30715235624689
"235";4;"2015-09-01";3;-0,236257048331083
"236";4;"2013-10-16";4;0,190388092805657
"237";4;"2013-10-18";4;0,198126032015723
"238";4;"2013-10-19";4;0,190388092805657
"239";4;"2013-10-20";4;0,198126032015723
"240";4;"2013-10-21";4;0,198126032015723
"241";4;"2013-10-22";4;0,190388092805657
"242";4;"2013-10-23";4;0,190388092805657
"243";4;"2013-10-24";4;0,190388092805657
"244";4;"2013-10-25";4;0,198126032015723
"245";4;"2013-10-26";4;0,198256845812282
"246";4;"2013-10-27";4;0,238146754685966
"247";4;"2013-11-04";4;0,190388092805657
"248";4;"2013-11-05";4;0,198126032015723
"249";4;"2013-11-17";4;0,237136297668787
"250";4;"2013-11-18";4;0,198256845812282
"251";4;"2013-11-19";4;0,237136297668787
"252";4;"2013-11-27";4;0,198126032015723
"253";4;"2013-11-28";4;0,190388092805657
"254";4;"2013-12-02";4;0,190388092805657
"255";4;"2013-12-03";4;0,190388092805657
"256";4;"2013-12-05";4;0,190388092805657
"257";4;"2014-01-08";4;0,190388092805657
"258";4;"2014-01-09";4;0,190388092805657
"259";4;"2014-01-18";4;0,190388092805657
"260";4;"2014-01-22";4;0,190388092805657
"261";4;"2014-01-29";4;0,190388092805657
"262";4;"2014-01-30";4;0,190388092805657
"263";4;"2014-02-03";4;0,190388092805657
"264";4;"2014-03-25";4;0,190388092805657
"265";4;"2014-03-26";4;0,190388092805657
"266";4;"2014-04-10";4;0,190388092805657
"267";4;"2014-04-15";4;0,190388092805657
"268";4;"2014-04-18";4;0,190388092805657
"269";4;"2014-04-26";4;0,190388092805657
"270";4;"2014-04-27";4;0,190388092805657
"271";4;"2014-05-09";4;0,190388092805657
"272";4;"2014-05-13";4;0,190388092805657
"273";4;"2014-05-14";4;0,185580000896101
"274";4;"2015-07-28";4;-0,196957496623405
"275";4;"2015-07-29";4;0,0147273161719741
"276";4;"2015-07-30";4;0,0147273161719741
"277";4;"2015-07-31";4;0,0147273161719741
"278";4;"2015-08-01";4;0,00112006849739607
"279";4;"2015-08-02";4;0,00112006849739607
"280";4;"2015-08-17";4;-0,271082727292412
"281";4;"2015-08-19";4;-0,265631281275698
"282";4;"2015-09-01";4;-0,209410402105213
"283";6;"2015-12-02";2;0,487417079844125
"284";6;"2015-12-03";2;0,39942425139014
"285";6;"2015-12-04";2;0,39942425139014
"286";6;"2015-12-05";2;0,564204734891105
"287";6;"2015-12-06";2;0,504243013269976
"288";6;"2015-12-07";2;0,43330128136469
"289";6;"2015-12-08";2;0,589674686828942
"290";6;"2015-12-09";2;0,589674686828942
"291";6;"2015-12-10";2;0,504067015422067
"292";6;"2015-12-11";2;0,39942425139014
"293";6;"2015-12-13";2;0,422975448142806
"294";6;"2015-12-14";2;0,545029463887605
"295";6;"2015-12-15";2;0,557867501042993
"296";6;"2015-12-16";2;0,394932834680081
"297";6;"2015-12-17";2;0,526242469181553
"298";6;"2015-12-18";2;0,394745185907591
"299";6;"2015-12-21";2;0,355480703627927
"300";6;"2015-12-22";2;0,370667775017787
"301";6;"2015-12-23";2;0,394481103251966
"302";6;"2015-12-24";2;0,41539002117229
"303";6;"2015-12-25";2;0,417207382747509
"304";6;"2015-12-26";2;0,582891653345638
"305";6;"2015-12-29";2;0,396322557143137
"306";6;"2015-12-30";2;0,573245570146457
"307";6;"2016-01-02";2;0,583943345697939
"308";6;"2016-01-03";2;0,422600390820014
"309";6;"2016-01-04";2;0,554017016678327
"310";6;"2016-01-05";2;0,498383077043747
"311";6;"2016-01-06";2;0,557622526710024
"312";6;"2016-01-07";2;0,557017441561795
"313";6;"2016-01-08";2;0,562380710208696
"314";6;"2016-01-09";2;0,557017441561795
"315";6;"2016-01-11";2;0,456951832895001
"316";6;"2016-01-12";2;0,335702378290676
"317";6;"2016-01-13";2;0,484035065144573
"318";6;"2016-01-14";2;0,499604154043006
"319";6;"2016-01-15";2;0,433481366164489
"320";6;"2016-01-16";2;0,425532683268527
"321";6;"2016-01-17";2;0,417202010016759
"322";6;"2016-01-18";2;0,374809298297647
"323";6;"2016-01-19";2;0,475119572196998
"324";6;"2016-01-20";2;0,444656719924647
"325";6;"2016-01-21";2;0,444473064344721
"326";6;"2016-01-22";2;0,474268875413026
"327";6;"2016-01-24";2;0,503261019533356
"328";6;"2016-01-25";2;0,475399105192218
"329";6;"2016-01-26";2;0,444473064344721
"330";6;"2016-01-27";2;0,479031358477634
"331";6;"2016-01-28";2;0,444473064344721
"332";6;"2016-01-29";2;0,470285507560709
"333";6;"2016-01-30";2;0,49319374624953
"334";6;"2016-02-01";2;0,443935175816184
"335";6;"2016-02-02";2;0,416493782810446
"336";6;"2016-02-03";2;0,378388555215843
"337";6;"2016-02-04";2;0,500733889077645
"338";6;"2016-02-05";2;0,481685438350199
"339";6;"2016-02-06";2;0,500733889077645
"340";6;"2016-02-08";2;0,341261247610209
"341";6;"2016-02-09";2;0,341261247610209
"342";6;"2016-02-10";2;0,492080647697943
"343";6;"2016-02-11";2;0,374883635795183
"344";6;"2016-02-12";2;0,342438452972566
"345";6;"2016-02-13";2;0,342313061093537
"346";6;"2016-02-15";2;0,508579471343784
"347";6;"2016-02-16";2;0,420360058881727
"348";6;"2016-02-17";2;0,447220537730487
"349";6;"2016-02-18";2;0,344126037813652
"350";6;"2016-02-19";2;0,321941663451392
"351";6;"2016-02-21";2;0,374680975142744
"352";6;"2016-02-22";2;0,322035188365761
"353";6;"2016-02-23";2;0,509287755850394
"354";6;"2016-02-24";2;0,477456959689131
"355";6;"2016-02-25";2;0,477188776410286
"356";6;"2016-02-26";2;0,325860636560091
"357";6;"2016-02-27";2;0,422652811092183
"358";6;"2016-02-28";2;0,483039831590047
"359";6;"2016-02-29";2;0,423516295765548
"360";6;"2016-03-01";2;0,423670877616095
"361";6;"2016-03-02";2;0,424038937823344
"362";6;"2016-03-03";2;0,483664880880005
"363";6;"2016-03-04";2;0,33142690867794
"364";6;"2016-03-05";2;0,444897700788635
"365";6;"2016-03-06";2;0,484149471434801
"366";6;"2016-03-07";2;0,431666252089479
"367";6;"2016-03-08";2;0,332947933710518
"368";6;"2016-03-09";2;0,333452369320731
"369";6;"2016-03-10";2;0,476011540781837
"370";6;"2016-03-11";2;0,33304375487237
"371";6;"2016-03-13";2;0,430648247651447
"372";6;"2016-03-14";2;0,510320573786193
"373";6;"2016-03-15";2;0,45107756724413
"374";6;"2016-03-16";2;0,357564300636883
"375";6;"2016-03-17";2;0,35813947094528
"376";6;"2016-03-18";2;0,476011540781837
"377";6;"2016-03-19";2;0,479857517978788
"378";6;"2016-03-20";2;0,510320573786193
"379";6;"2016-03-21";2;0,357564300636883
"380";6;"2016-03-22";2;0,510320573786193
"381";6;"2016-03-23";2;0,334151392861644
"382";6;"2016-03-24";2;0,357966240158612
"383";6;"2016-03-25";2;0,326916481415122
"384";6;"2016-03-27";2;0,42926700727374
"385";6;"2016-03-28";2;0,473091196540961
"386";6;"2016-03-29";2;0,296300960860741
"387";6;"2016-03-30";2;0,313896028200938
"388";6;"2016-03-31";2;0,426967092700899
"389";6;"2016-04-01";2;0,344685218688495
"390";6;"2016-04-02";2;0,323418630419449
"391";6;"2016-04-04";2;0,427967995781163
"392";6;"2016-04-05";2;0,307108987069585
"393";6;"2016-04-06";2;0,346330943071508
"394";6;"2016-04-07";2;0,301157686485591
"395";6;"2016-04-08";2;0,301157686485591
"396";6;"2016-04-09";2;0,5107457632249
"397";6;"2016-04-11";2;0,473602817145664
"398";6;"2016-04-13";2;0,345205639420426
"399";6;"2016-04-14";2;0,315625703181743
"400";6;"2016-04-15";2;0,479487411006621
"401";6;"2016-04-16";2;0,509989511190184
"402";6;"2016-04-18";2;0,346958786626855
"403";6;"2016-04-19";2;0,347732189633996
"404";6;"2016-04-20";2;0,308478689291405
"405";6;"2016-04-21";2;0,309288239530559
"406";6;"2016-04-22";2;0,315202912522089
"407";6;"2016-04-23";2;0,434090290007392
"408";6;"2016-04-24";2;0,354622858386699
"409";6;"2016-04-25";2;0,356761342905489
"410";6;"2016-04-26";2;0,335519879618734
"411";6;"2016-04-27";2;0,360493422854409
"412";6;"2016-04-28";2;0,320001836151855
"413";6;"2016-04-29";2;0,308032535072052
"414";6;"2016-04-30";2;0,440675638474137
"415";6;"2016-05-01";2;0,53871767600186
"416";6;"2016-05-02";2;0,316117815386877
"417";6;"2016-05-03";2;0,318903753532784
"418";6;"2016-05-04";2;0,336213446763577
"419";6;"2016-05-05";2;0,469552409605235
"420";6;"2016-05-06";2;0,5109698689199
"421";6;"2016-05-07";2;0,538360943222586
"422";6;"2016-05-09";2;0,358846053095076
"423";6;"2016-05-10";2;0,326316247607373
"424";6;"2016-05-11";2;0,301416984632399
"425";6;"2016-05-12";2;0,301416984632399
"426";6;"2016-05-13";2;0,328738306826303
"427";6;"2016-05-14";2;0,328000682168983
"428";6;"2016-05-15";2;0,528082496722343
"429";6;"2016-05-16";2;0,49941158557992
"430";6;"2016-05-17";2;0,327817120601519
"431";6;"2016-05-19";2;0,351329420059526
"432";6;"2016-05-20";2;0,319720868724361
"433";6;"2016-05-21";2;0,531221965151372
"434";6;"2016-05-22";2;0,351329420059526
"435";6;"2016-05-23";2;0,320435046919121
"436";6;"2016-05-24";2;0,354340812559973
"437";6;"2016-05-25";2;0,298612553945687
"438";6;"2016-05-26";2;0,298731785319007
"439";6;"2016-05-27";2;0,305843636423444
"440";6;"2016-05-28";2;0,518504906812369
"441";6;"2016-05-30";2;0,535616080852422
"442";6;"2016-05-31";2;0,332445556198309
"443";6;"2016-06-01";2;0,509005849019185
"444";6;"2016-06-02";2;0,495032449344272
"445";6;"2016-06-03";2;0,365939796211508
"446";6;"2016-06-04";2;0,519106704833113
"447";6;"2016-06-06";2;0,365939796211508
"448";6;"2016-06-07";2;0,365939796211508
"449";6;"2016-06-08";2;0,311749639777465
"450";6;"2016-06-09";2;0,372079290430922
"451";6;"2016-06-10";2;0,494342587156847
"452";6;"2016-06-11";2;0,519106704833113
"453";6;"2016-06-12";2;0,494342587156847
"454";6;"2016-06-13";2;0,396248018198641
"455";6;"2016-06-14";2;0,311881493042049
"456";6;"2016-06-15";2;0,342766768555188
"457";6;"2016-06-16";2;0,500764197032968
"458";6;"2016-06-17";2;0,441345889036208
"459";6;"2016-06-19";2;0,342766768555188
"460";6;"2016-06-20";2;0,441481743551801
"461";6;"2016-06-21";2;0,529458649518397
"462";6;"2016-06-22";2;0,372079290430922
"463";6;"2016-06-23";2;0,498472733600189
"464";6;"2016-06-24";2;0,605167140488777
"465";6;"2016-06-26";2;0,498472733600189
"466";6;"2016-06-27";2;0,498337829527897
"467";6;"2016-06-29";2;0,56356777061261
"468";6;"2016-06-30";2;0,366932379611425
"469";6;"2016-07-01";2;0,626441478639161
"470";6;"2016-07-02";2;0,498797470659469
"471";6;"2016-07-04";2;0,565194696636072
"472";6;"2016-07-05";2;0,358811655694863
"473";6;"2016-07-06";2;0,398110424642121
"474";6;"2016-07-07";2;0,398110424642121
"475";6;"2016-07-08";2;0,538023208566845
"476";6;"2016-07-09";2;0,574073968104533
"477";6;"2016-07-12";2;0,429281698864109
"478";6;"2016-07-13";2;0,367153425524176
"479";6;"2016-07-14";2;0,420884649300125
"480";6;"2016-07-16";2;0,564235233527791
"481";6;"2016-07-18";2;0,622008699556078
"482";6;"2016-07-19";2;0,420533183373067
"483";6;"2016-07-20";2;0,59951306536068
"484";6;"2016-07-21";2;0,389828085676759
"485";6;"2016-07-22";2;0,495920736609764
"486";6;"2016-07-23";2;0,497144772727887
"487";6;"2016-07-24";2;0,624532847227102
"488";6;"2016-07-25";2;0,358060245196016
"489";6;"2016-07-26";2;0,41894561610472
"490";6;"2016-07-27";2;0,624442573355663
"491";6;"2016-07-28";2;0,624442573355663
"492";6;"2016-07-29";2;0,374936318332825
"493";6;"2016-07-31";2;0,60706194773421
"494";6;"2016-08-01";2;0,547295211034046
"495";6;"2016-08-02";2;0,512444592035703
"496";6;"2016-08-03";2;0,426827675455322
"497";6;"2016-08-04";2;0,60706194773421
"498";6;"2016-08-05";2;0,377483739128534
"499";6;"2016-08-06";2;0,60706194773421
"500";6;"2016-08-08";2;0,547295211034046
"501";6;"2016-08-09";2;0,37691077793019
"502";6;"2016-08-10";2;0,410345456358435
"503";6;"2016-08-11";2;0,415552376415379
"504";6;"2016-08-12";2;0,415531182542216
"505";6;"2016-08-13";2;0,413528888214377
"506";6;"2016-08-14";2;0,487694598116292
"507";6;"2016-08-15";2;0,487694598116292
"508";6;"2016-08-16";2;0,618886787267256
"509";6;"2016-08-17";2;0,597614425640174
"510";6;"2016-08-18";2;0,413528888214377
"511";6;"2016-08-19";2;0,548073264410709
"512";6;"2016-08-20";2;0,619200929131305
"513";6;"2016-08-22";2;0,619200929131305
"514";6;"2016-08-23";2;0,554616404728972
"515";6;"2016-08-24";2;0,554616404728972
"516";6;"2016-08-25";2;0,351649088648334
"517";6;"2016-08-26";2;0,382128387395738
"518";6;"2016-08-27";2;0,487984799055121
"519";6;"2016-08-28";2;0,352582310257398
"520";6;"2016-08-29";2;0,382128387395738
"521";6;"2016-08-30";2;0,382128387395738
"522";6;"2016-08-31";2;0,413147459801002
"523";6;"2016-09-01";2;0,412817715283882
"524";6;"2016-09-02";2;0,351493486341339
"525";6;"2016-09-03";2;0,382685682410997
"526";6;"2016-09-06";2;0,351549181436955
"527";6;"2016-09-07";2;0,619200929131305
"528";6;"2016-09-08";2;0,382616798059701
"529";6;"2016-09-09";2;0,619986392157329
"530";6;"2016-09-10";2;0,553432284263975
"531";6;"2016-09-12";2;0,554507327625533
"532";6;"2016-09-13";2;0,350409515913503
"533";6;"2016-09-14";2;0,382402092526472
"534";6;"2016-09-15";2;0,553432284263975
"535";6;"2016-09-16";2;0,620621685371555
"536";6;"2016-09-17";2;0,620621685371555
"537";6;"2016-09-19";2;0,382402092526472
"538";6;"2016-09-20";2;0,595348522306722
"539";6;"2016-09-21";2;0,493986648983277
"540";6;"2016-09-22";2;0,620621685371555
"541";6;"2016-09-25";2;0,620621685371555
"542";6;"2016-09-26";2;0,382390722582628
"543";6;"2016-09-27";2;0,382459463241552
"544";6;"2016-09-28";2;0,495072506569553
"545";6;"2016-09-29";2;0,495367926882733
"546";6;"2016-09-30";2;0,621472998943079
